transaction_id,user_id,timestamp,amount,merchant,category,is_fraud
TXN_07CEAD46,USR_51ABED56F12F,2024-06-02 12:28:59,556.73,PLDT,bills,0
TXN_2D1FF265,USR_86CBB763649C,2024-06-27 22:55:14,1015.57,H&M,retail,0
TXN_05B364D2,USR_234BB41B24B5,2024-06-11 09:24:08,290.31,Lazada,ecommerce,0
TXN_8D838287,USR_039655611F60,2024-06-13 12:48:16,129.05,YouTube Premium,entertainment,0
TXN_06D61608,USR_DE2893B8E7A9,2024-06-10 14:00:06,721.65,H&M,retail,0
TXN_659E1B5B,USR_EFF8FF4E29C2,2024-06-05 13:16:42,10.0,Puregold,grocery,0
TXN_B618BDC7,USR_15BB8BFEBE4D,2024-06-19 16:25:47,372.04,Zalora PH,ecommerce,0
TXN_F8846415,USR_CF7E784ECDD7,2024-06-01 18:03:21,252.28,JoyRide,transport,0
TXN_5FD020A1,USR_C88A2CB49D14,2024-06-27 11:50:50,529.0,Puregold,grocery,0
TXN_837779A5,USR_3DB7F0167AB1,2024-06-03 19:04:26,410.39,Mercury Drug,pharmacy,0
TXN_8E68DB6E,USR_2081F336942E,2024-06-17 23:39:40,771.76,Shopee,ecommerce,0
TXN_FBA9EADC,USR_8324A58A9685,2024-06-17 19:47:35,280.51,LBC Remittance,remittance,0
TXN_A88CE92E,USR_B2FF1F933D6A,2024-06-20 14:53:36,402.17,KFC,food,0
TXN_8D103479,USR_C2A5A1DD0439,2024-06-07 12:43:59,862.04,Seaoil,fuel,0
TXN_804E6287,USR_98F3C7012D65,2024-06-21 17:40:15,390.76,Mercury Drug,pharmacy,0
TXN_B30C7EA0,USR_B0771E409AA0,2024-06-20 23:26:04,827.77,Angkas,transport,0
TXN_43A3E801,USR_761EEECFECE7,2024-06-07 01:01:26,1600.57,Palawan Pawnshop,remittance,1
TXN_FF542CA2,USR_7BAAE62DDC1E,2024-06-21 16:04:40,314.09,SM Supermarket,grocery,0
TXN_83A8368B,USR_E25F01020D62,2024-06-14 19:38:15,730.25,Watsons,pharmacy,0
TXN_6991E5DD,USR_CAE3FA1C7FE1,2024-06-09 19:29:27,235.35,Robinsons Supermarket,grocery,0
TXN_8F92E38B,USR_4E987AE39F9C,2024-06-24 09:45:36,103.25,Maynilad,bills,0
TXN_CA40F056,USR_FFA2B7528987,2024-06-29 18:09:56,302.61,Netflix PH,entertainment,0
TXN_AEB30F9B,USR_918810900D49,2024-06-19 18:15:29,367.75,Mercury Drug,pharmacy,0
TXN_170A19C3,USR_4CF0D9BDCAFA,2024-06-20 10:11:58,916.57,Grab,transport,0
TXN_D0B717E7,USR_1A899A3ABCD5,2024-06-26 15:48:15,464.38,PLDT,bills,0
TXN_3A99C4FE,USR_2B4150A40C73,2024-06-26 11:04:19,546.42,Palawan Pawnshop,remittance,0
TXN_3ED37726,USR_3DF384DD00F5,2024-06-18 17:01:20,426.39,Caltex,fuel,0
TXN_658DF22F,USR_58BD6A02EA08,2024-06-26 18:43:42,765.39,Caltex,fuel,0
TXN_D4678655,USR_A7977CD5C8E6,2024-06-30 17:33:30,221.37,H&M,retail,0
TXN_96B1993C,USR_3A6419E88BED,2024-06-24 11:01:45,1216.73,Palawan Pawnshop,remittance,0
TXN_B9FA4486,USR_A28CAFC4379F,2024-06-29 10:26:11,62.32,Watsons,pharmacy,0
TXN_F3B17E3B,USR_12083A81506D,2024-06-03 11:32:19,999.99,Grab,transport,0
TXN_2A416691,USR_DBA1F3C0F0E1,2024-06-08 21:29:49,395.84,YouTube Premium,entertainment,0
TXN_B4D2626B,USR_5714BA798A07,2024-06-19 11:31:54,314.61,Shopee,ecommerce,0
TXN_39ACE795,USR_48B9F1935546,2024-06-15 04:16:46,660.88,YouTube Premium,entertainment,0
TXN_090BFC5E,USR_E53150687A20,2024-06-15 10:25:59,571.2,Jollibee,food,0
TXN_3F98C461,USR_F7DF14E63256,2024-06-15 13:25:41,593.47,Spotify PH,entertainment,0
TXN_6931FD00,USR_2D47F856635D,2024-06-07 23:54:10,2009.07,Shopee,ecommerce,0
TXN_1AB99368,USR_7C75D294065B,2024-06-24 14:15:02,691.18,Palawan Pawnshop,remittance,0
TXN_099F36DA,USR_E0A240B807E6,2024-06-17 16:35:08,368.1,Maynilad,bills,0
TXN_518FA57C,USR_663D6AD890FD,2024-06-17 15:43:45,117.94,Lazada,ecommerce,0
TXN_FC8C6EDB,USR_5D90F01D8167,2024-06-30 15:22:48,317.36,Seaoil,fuel,0
TXN_53288988,USR_40754C473DA6,2024-06-20 10:00:04,101.72,Maynilad,bills,0
TXN_39F039EA,USR_32777950460A,2024-06-03 14:53:43,50.6,Mercury Drug,pharmacy,0
TXN_16EDC3F4,USR_5921A19B1DE1,2024-06-07 16:48:56,958.58,SM Supermarket,grocery,0
TXN_DA59F087,USR_D16A6634F73C,2024-06-03 13:22:21,734.71,YouTube Premium,entertainment,0
TXN_410E2097,USR_DCB19D5780E8,2024-06-23 09:39:19,561.6,Puregold,grocery,0
TXN_8E7D2C26,USR_D8D95C1F274A,2024-06-02 11:13:44,550.25,Lazada,ecommerce,0
TXN_0F50FBC0,USR_28A7DC28EDD8,2024-06-05 11:20:02,587.67,SM Supermarket,grocery,0
TXN_C9FC20B4,USR_4CD896D482CE,2024-06-21 12:56:52,141.96,Netflix PH,entertainment,0
TXN_5AE93DB7,USR_6A1C61C1B2D1,2024-06-25 16:07:27,17.69,Spotify PH,entertainment,0
TXN_8C70CA3C,USR_E7E3EBE8E85E,2024-06-08 15:45:25,435.49,Palawan Pawnshop,remittance,0
TXN_A33835DA,USR_262C181138FC,2024-06-10 14:46:43,711.94,Watsons,pharmacy,0
TXN_C1D1E255,USR_CA4AD993EE3C,2024-06-13 14:04:01,690.83,PLDT,bills,0
TXN_A8EABB39,USR_4B1A7073074F,2024-06-10 07:43:34,517.44,Robinsons Supermarket,grocery,0
TXN_1D5FE772,USR_899A86539AFC,2024-06-14 18:06:31,354.14,Lazada,ecommerce,0
TXN_0FD4585B,USR_34895AB17B2E,2024-06-04 17:08:18,899.96,Maynilad,bills,0
TXN_A1DBA30A,USR_600DACF6B8AB,2024-06-23 15:39:36,1045.67,Puregold,grocery,0
TXN_464978D0,USR_E0002E404F66,2024-06-06 00:21:53,3819.74,Shopee,ecommerce,1
TXN_ADFAC34C,USR_D99101C6068B,2024-06-30 16:50:35,268.14,H&M,retail,0
TXN_3362E9D1,USR_D7B6E7525F55,2024-06-10 20:28:40,686.45,Petron,fuel,0
TXN_F9434B78,USR_9E76EDDDB319,2024-06-10 18:54:45,130.01,H&M,retail,0
TXN_923D6F12,USR_55A4D910E04F,2024-06-07 23:55:43,269.03,Lazada,ecommerce,0
TXN_1E9D78AF,USR_9DA728024FCB,2024-06-27 13:49:10,95.19,LBC Remittance,remittance,0
TXN_C3E55171,USR_6DFBFA1075F1,2024-06-18 18:34:35,78.99,Petron,fuel,0
TXN_F0E8977B,USR_7A6A95A82B56,2024-06-01 08:34:37,123.81,Jollibee,food,0
TXN_087F84BD,USR_669D54323522,2024-06-25 17:00:45,534.87,Zalora PH,ecommerce,0
TXN_A9173D52,USR_2D76841B0D12,2024-06-05 14:52:57,584.62,Grab,transport,0
TXN_84340876,USR_F09C992A3332,2024-06-10 10:44:49,360.37,Shopee,ecommerce,0
TXN_54B054C4,USR_A681F264A883,2024-06-14 21:22:36,1061.14,Grab,transport,0
TXN_106FD033,USR_41AB65AD5EB2,2024-06-19 09:50:28,351.63,Shell,fuel,0
TXN_2999AB7E,USR_48216649181B,2024-06-09 10:28:55,410.64,Shopee,ecommerce,0
TXN_5111F61E,USR_9AF0CFB9080D,2024-06-29 00:35:36,103.41,Meralco,bills,0
TXN_B4CDA0B4,USR_97C267206943,2024-06-04 01:51:48,121.17,Maynilad,bills,0
TXN_B978EFB9,USR_22DE6CADD59A,2024-06-23 12:12:24,450.43,Lazada,ecommerce,0
TXN_54522C4D,USR_5963FDA63BBF,2024-06-15 15:12:17,207.33,Bench,retail,0
TXN_5B0A0F3D,USR_4EA60C784ED3,2024-06-17 17:36:56,291.33,Petron,fuel,0
TXN_4C5F295D,USR_A4581DB0035F,2024-06-29 16:17:24,287.85,Mercury Drug,pharmacy,0
TXN_012C7E19,USR_6596FE2D5A00,2024-06-16 15:48:40,354.95,H&M,retail,0
TXN_3B75690C,USR_676165EA63CE,2024-06-30 13:44:25,922.76,Petron,fuel,0
TXN_337A7D9F,USR_E108E9E25E8F,2024-06-18 19:31:47,459.31,Mercury Drug,pharmacy,0
TXN_2B28DD0C,USR_EBC1B9021174,2024-06-17 15:55:39,291.94,Caltex,fuel,0
TXN_A76FE242,USR_16D7EB745E32,2024-06-19 10:49:15,859.84,Zalora PH,ecommerce,0
TXN_292CACB5,USR_2B42A71D4EA3,2024-06-01 18:00:41,845.54,Mercury Drug,pharmacy,0
TXN_594D9459,USR_BAED38196CF1,2024-06-24 16:54:50,67.55,Shopee,ecommerce,0
TXN_8910FC31,USR_DBDFC5D68417,2024-06-28 17:42:16,464.04,Chowking,food,0
TXN_F7285C43,USR_55E50E21FA24,2024-06-29 03:25:37,1654.73,KFC,food,0
TXN_DED3B16E,USR_17D6962739E4,2024-06-08 11:18:41,679.67,Watsons,pharmacy,0
TXN_53A51FE8,USR_0441CF7777B8,2024-06-24 06:59:51,186.57,Mercury Drug,pharmacy,0
TXN_6B9249AD,USR_F54A355EFE32,2024-06-28 19:40:45,380.31,H&M,retail,0
TXN_F786A9ED,USR_0ACC09D8FD93,2024-06-17 16:27:23,410.73,YouTube Premium,entertainment,0
TXN_1F323E4A,USR_A82AA972C63B,2024-06-18 12:42:51,998.27,Palawan Pawnshop,remittance,0
TXN_54A80D7B,USR_FC4DC9B8C422,2024-06-27 21:02:31,378.49,McDonald's,food,0
TXN_71C35936,USR_B7380BAED496,2024-06-15 18:53:29,347.03,JoyRide,transport,0
TXN_AE2B523B,USR_77D97A130D78,2024-06-18 07:31:32,10.0,Uniqlo,retail,0
TXN_C431577B,USR_384B5D9D5024,2024-06-11 17:45:32,269.48,Bench,retail,0
TXN_15C20003,USR_61DE9EC7AF2F,2024-06-18 19:21:08,955.41,Shopee,ecommerce,0
TXN_7C7B1153,USR_E8C4FFE84251,2024-06-30 08:48:08,281.02,H&M,retail,0
TXN_23119777,USR_BD2431B4DA9C,2024-06-11 18:42:45,10.0,Spotify PH,entertainment,0
TXN_E1B4D48F,USR_9AEF632C81B4,2024-06-05 08:12:08,560.23,McDonald's,food,0
TXN_710229B0,USR_24CDE73B93BC,2024-06-02 18:21:56,146.14,Meralco,bills,0
TXN_6DDC6FA5,USR_084C7ED732B5,2024-06-05 20:02:58,598.04,Western Union,remittance,0
TXN_737C9697,USR_206B9EB01C90,2024-06-09 12:26:19,625.17,Angkas,transport,0
TXN_7AE8F149,USR_81D3F37BEF33,2024-06-19 11:06:35,133.93,Seaoil,fuel,0
TXN_20DA9E89,USR_C32BDC44695B,2024-06-24 04:30:43,1129.61,SM Supermarket,grocery,0
TXN_65B6BF20,USR_9AFA4ED4B7AF,2024-06-05 16:06:57,350.02,Bench,retail,0
TXN_6B7DCE0B,USR_F1D830CEAC68,2024-06-13 17:01:23,338.99,Watsons,pharmacy,0
TXN_A2827D05,USR_6BF383017823,2024-06-09 17:00:59,10.0,Zalora PH,ecommerce,0
TXN_9F8958FC,USR_F04005B3F722,2024-06-23 11:26:13,10.0,H&M,retail,0
TXN_7632EE0B,USR_DD64F43496C3,2024-06-22 17:38:51,1630.28,Shopee,ecommerce,0
TXN_739942E1,USR_685C66FED152,2024-06-28 12:31:26,426.63,Zalora PH,ecommerce,0
TXN_962EEAD8,USR_E6B0E3BAC2C9,2024-06-17 14:02:01,788.71,Shopee,ecommerce,0
TXN_2FB4438E,USR_D03E32FD2CFD,2024-06-05 18:52:53,868.93,Spotify PH,entertainment,0
TXN_540BA7F9,USR_579C83A8A3E3,2024-06-02 16:11:09,221.94,McDonald's,food,0
TXN_0941ED53,USR_1E10E0FCB228,2024-06-02 16:49:38,266.72,McDonald's,food,0
TXN_9BBB1286,USR_9ACE923C32EE,2024-06-04 02:21:43,171.34,LBC Remittance,remittance,0
TXN_8ACB3EAA,USR_404D38F6C585,2024-06-02 14:19:39,947.43,JoyRide,transport,0
TXN_2325C1FD,USR_71F08A56DA2F,2024-06-03 12:11:46,335.3,Lazada,ecommerce,0
TXN_586EE85A,USR_E22439351EA4,2024-06-28 16:47:40,387.58,JoyRide,transport,0
TXN_9F9F6372,USR_AEA3FE8EB30C,2024-06-04 20:39:09,530.33,YouTube Premium,entertainment,0
TXN_D067BAAA,USR_7116C316A74C,2024-06-30 10:10:11,689.78,Mercury Drug,pharmacy,0
TXN_E82F2D77,USR_C7707475A8A1,2024-06-21 01:32:14,5909.42,Palawan Pawnshop,remittance,1
TXN_BB0E37CD,USR_6136EC018F69,2024-06-20 10:20:18,216.35,McDonald's,food,0
TXN_8236D15D,USR_81B080E1FFF8,2024-06-13 22:09:03,606.83,Grab,transport,0
TXN_D4F0AE5C,USR_6986988B1605,2024-06-01 20:47:47,160.9,YouTube Premium,entertainment,0
TXN_3D3B7DB1,USR_F3051E6E4CD4,2024-06-29 19:35:03,681.16,Seaoil,fuel,0
TXN_347974DD,USR_7C71BCA98EB9,2024-06-05 04:37:20,5119.21,Angkas,transport,0
TXN_5DDC0BAF,USR_70D6CD1C6026,2024-06-29 10:41:27,323.24,Chowking,food,0
TXN_827309E8,USR_FD24FFD4F870,2024-06-18 15:13:28,437.89,KFC,food,0
TXN_E05B3850,USR_42B4C1526501,2024-06-01 14:00:28,864.06,Globe,bills,0
TXN_27C49325,USR_4BE9BC21328D,2024-06-05 07:27:05,679.69,Uniqlo,retail,0
TXN_F2883237,USR_8B88121DB443,2024-06-02 11:25:33,548.52,McDonald's,food,0
TXN_4D418FF1,USR_8D36B4161486,2024-06-25 11:45:41,68.59,Globe,bills,0
TXN_C04FA837,USR_6FBCD924B627,2024-06-16 02:12:55,5310.06,LBC Remittance,remittance,1
TXN_36844222,USR_316ADA28350B,2024-06-18 17:45:25,10.0,Grab,transport,0
TXN_9D3333D2,USR_D5A3550ECC80,2024-06-10 16:25:24,303.01,LBC Remittance,remittance,0
TXN_452B7250,USR_E47DEA47A81B,2024-06-17 10:29:37,395.85,Angkas,transport,0
TXN_1A13A961,USR_01236EA13666,2024-06-22 11:08:35,144.43,Lazada,ecommerce,0
TXN_25D7541B,USR_9A6D6F36B316,2024-06-03 12:50:01,263.15,Watsons,pharmacy,0
TXN_98B934A1,USR_3F8E346908FE,2024-06-15 15:01:33,488.82,Zalora PH,ecommerce,0
TXN_C749639D,USR_B939D8EF9456,2024-06-24 21:32:49,184.22,Shell,fuel,0
TXN_D2785844,USR_E3A5CD9E2BFC,2024-06-04 16:29:41,644.19,Angkas,transport,0
TXN_76C51D40,USR_1275E3DEEAEC,2024-06-19 12:27:35,1111.75,Grab,transport,0
TXN_DEF5D7FD,USR_61D8A849A648,2024-06-22 15:26:05,1023.37,Chowking,food,0
TXN_51814927,USR_7A0190AD4307,2024-06-02 16:59:00,226.22,Meralco,bills,0
TXN_8B69CD13,USR_DBF615FBBEB2,2024-06-06 14:01:46,447.76,Seaoil,fuel,0
TXN_A5C541F4,USR_A13AF9B7B233,2024-06-22 16:30:10,574.69,SM Supermarket,grocery,0
TXN_FE083CCF,USR_8362BC23C260,2024-06-29 11:39:57,299.24,Netflix PH,entertainment,0
TXN_F4E60F7F,USR_61023248DA67,2024-06-21 20:43:44,491.59,Palawan Pawnshop,remittance,0
TXN_4D3A2D43,USR_409A4FBA6729,2024-06-10 20:28:47,333.54,Shopee,ecommerce,0
TXN_B56F6CE7,USR_44149AF1B219,2024-06-20 19:43:43,974.49,PLDT,bills,0
TXN_147A4EF0,USR_3B2477E9FB51,2024-06-12 14:18:07,15.88,Lazada,ecommerce,0
TXN_8E4FB627,USR_B24A6ABEEFBD,2024-06-30 13:15:29,1559.47,PLDT,bills,0
TXN_450E4C8D,USR_1EDF39E991AE,2024-06-25 15:47:36,461.17,Palawan Pawnshop,remittance,0
TXN_1FF5A0EA,USR_76EC4A58B8E5,2024-06-30 20:24:49,132.91,Puregold,grocery,0
TXN_709414E1,USR_90272CDCFF9B,2024-06-15 07:51:50,442.21,Western Union,remittance,0
TXN_72C93146,USR_43EE5538A1D2,2024-06-03 15:33:32,267.38,SM Supermarket,grocery,0
TXN_2CA4F1A5,USR_B7524BB3C808,2024-06-06 16:32:25,767.05,Zalora PH,ecommerce,0
TXN_E46A61C8,USR_FBC06237B048,2024-06-20 13:01:36,883.23,Globe,bills,0
TXN_FA4E53D5,USR_F14B0BDA15DB,2024-06-15 13:20:09,243.13,Maynilad,bills,0
TXN_186F9D8A,USR_A213EBC10777,2024-06-17 09:58:44,226.17,Grab,transport,0
TXN_D38C5C88,USR_9E2B0A7A32B0,2024-06-20 19:57:32,351.1,H&M,retail,0
TXN_B0D89D28,USR_DC1B915681F6,2024-06-12 11:04:15,2126.87,Robinsons Supermarket,grocery,0
TXN_1AC2E6B3,USR_3F8E346908FE,2024-06-23 17:29:46,349.42,Zalora PH,ecommerce,0
TXN_66FECA38,USR_8719AFB12D8D,2024-06-14 11:42:54,522.62,Lazada,ecommerce,0
TXN_86198066,USR_67BDB977F4D2,2024-06-18 21:21:18,275.24,Maynilad,bills,0
TXN_60FD8162,USR_C849F67D7800,2024-06-23 17:55:06,665.79,Globe,bills,0
TXN_6D75B175,USR_3A6419E88BED,2024-06-18 15:38:46,1324.34,PLDT,bills,0
TXN_C6132146,USR_5A12378F1278,2024-06-15 17:15:59,310.67,Puregold,grocery,0
TXN_2834AB8B,USR_154DA04B9FDC,2024-06-14 10:05:16,621.48,Zalora PH,ecommerce,0
TXN_8E55F7FE,USR_928DEB715E47,2024-06-20 12:51:09,205.33,Bench,retail,0
TXN_31B65588,USR_F51BFCB90CD9,2024-06-16 14:33:29,880.05,Seaoil,fuel,0
TXN_04037037,USR_73DD1D796C4F,2024-06-08 19:18:04,296.96,KFC,food,0
TXN_949F91BE,USR_D7B3570CB913,2024-06-14 19:44:13,514.36,Lazada,ecommerce,0
TXN_3A5FC0A2,USR_2065DBCAFAF2,2024-06-03 15:21:42,252.56,Globe,bills,0
TXN_AB292DDC,USR_200CCF9320FF,2024-06-27 07:07:09,278.51,Grab,transport,0
TXN_AD01BB9E,USR_ADAFE68EAB99,2024-06-26 10:27:46,798.82,Angkas,transport,0
TXN_A2738CE4,USR_8B115E00FEB7,2024-06-23 19:25:08,264.24,KFC,food,0
TXN_D0295688,USR_4433779D5958,2024-06-14 14:01:42,143.53,Bench,retail,0
TXN_F3201381,USR_9634D80E9C45,2024-06-05 03:24:02,270.1,Caltex,fuel,0
TXN_68C02F8F,USR_4604E928AE4B,2024-06-22 13:53:28,178.77,LBC Remittance,remittance,0
TXN_35D4CB34,USR_B8F897789659,2024-06-15 12:18:19,113.23,Grab,transport,0
TXN_C576A9A0,USR_077831D1B939,2024-06-23 08:13:34,395.27,Shell,fuel,0
TXN_163D4CA6,USR_CD1FFF5AA533,2024-06-02 17:48:51,2523.14,Palawan Pawnshop,remittance,0
TXN_854A5ECD,USR_D0E91C75FDE6,2024-06-17 22:32:21,456.59,Watsons,pharmacy,0
TXN_A67DB2F4,USR_5DA5696CD18C,2024-06-17 19:18:05,422.51,SM Supermarket,grocery,0
TXN_9FC95313,USR_698C193A6302,2024-06-06 02:08:04,4425.31,Lazada,ecommerce,0
TXN_DCF00129,USR_E08FC787D37C,2024-06-09 14:53:39,219.6,SM Supermarket,grocery,0
TXN_D9B9B25C,USR_338E693A07A8,2024-06-18 12:44:53,124.0,Watsons,pharmacy,0
TXN_17938564,USR_1BDDC209886E,2024-06-08 10:05:42,450.21,Western Union,remittance,0
TXN_89C6016C,USR_8D7A1EC02A88,2024-06-24 16:05:50,125.09,H&M,retail,0
TXN_6C23E4B1,USR_8D7A1EC02A88,2024-06-14 15:24:33,10.0,Lazada,ecommerce,0
TXN_D80C613D,USR_9ED568581875,2024-06-18 13:08:27,612.82,Palawan Pawnshop,remittance,0
TXN_365D29A7,USR_F9C1C507AE56,2024-06-08 14:01:46,133.19,Zalora PH,ecommerce,0
TXN_DA917BD9,USR_9ACF13AECF24,2024-06-24 13:28:05,145.19,Shopee,ecommerce,0
TXN_BECA7A4B,USR_B4AEAE60B600,2024-06-28 17:22:52,1131.78,Bench,retail,0
TXN_8A315230,USR_88AD751907AE,2024-06-26 20:08:54,534.0,Western Union,remittance,0
TXN_2648C3E0,USR_5A28290DF94D,2024-06-17 15:13:21,206.35,Shell,fuel,0
TXN_98F99BDC,USR_1B458601C069,2024-06-08 09:49:29,482.73,Puregold,grocery,0
TXN_B178A651,USR_6B3BD8928F29,2024-06-06 00:19:45,285.02,Uniqlo,retail,0
TXN_81FD6984,USR_A1EE0020A4B0,2024-06-17 12:58:26,129.58,Western Union,remittance,0
TXN_CA4A49D8,USR_68050BCD83ED,2024-06-29 17:50:28,554.86,H&M,retail,0
TXN_C028001A,USR_0B8115B7E2CE,2024-06-03 18:34:54,464.21,Watsons,pharmacy,0
TXN_8B3E7A72,USR_E548A1F173E1,2024-06-13 20:14:33,68.35,PLDT,bills,0
TXN_BAC81591,USR_194846B547D5,2024-06-30 08:32:42,1663.98,SM Supermarket,grocery,0
TXN_1A91414B,USR_380AAFA77B02,2024-06-06 12:11:45,698.88,Spotify PH,entertainment,0
TXN_93572AC9,USR_3085C43CFCFB,2024-06-15 13:58:44,1404.2,Watsons,pharmacy,0
TXN_D59E0774,USR_FCCA192FA41C,2024-06-19 17:16:20,1466.1,Maynilad,bills,0
TXN_4D3B9ED1,USR_898ABE4A85F7,2024-06-01 07:31:26,183.68,LBC Remittance,remittance,0
TXN_AF10FC00,USR_3BB3AAB5AFED,2024-06-28 17:03:14,1225.39,Grab,transport,0
TXN_96224E49,USR_65737FF4B47E,2024-06-03 19:32:31,131.78,H&M,retail,0
TXN_E63C343E,USR_D3708B9C83C5,2024-06-11 17:39:03,379.52,Grab,transport,0
TXN_BB0241E9,USR_0B5D6CE2AA13,2024-06-27 09:07:23,428.22,Bench,retail,0
TXN_273CCCE1,USR_ECDED0669B12,2024-06-21 15:01:08,252.33,Puregold,grocery,0
TXN_6E0199C7,USR_A13CD271722B,2024-06-14 12:23:38,477.36,Jollibee,food,0
TXN_1216C6F3,USR_5B958F67B3E7,2024-06-11 21:21:36,68.54,Caltex,fuel,0
TXN_584811B1,USR_156681831D29,2024-06-08 11:57:41,504.61,Mercury Drug,pharmacy,0
TXN_AE89DDB9,USR_8F8826EFD2AD,2024-06-27 15:56:56,739.21,SM Supermarket,grocery,0
TXN_07584735,USR_BA66A4145A73,2024-06-05 10:44:20,72.78,Mercury Drug,pharmacy,0
TXN_2C5E69BE,USR_99BE9E2DD1F2,2024-06-21 23:49:33,2281.87,Maynilad,bills,1
TXN_14F115F0,USR_4F7F7B0C30E2,2024-06-20 09:55:04,263.38,Western Union,remittance,0
TXN_A56CA047,USR_CD4BBB2113A5,2024-06-02 11:20:09,40.32,Angkas,transport,0
TXN_C1A6A3F2,USR_18539E5178A6,2024-06-09 22:39:56,313.01,Spotify PH,entertainment,0
TXN_883AFD98,USR_5F8D1552C518,2024-06-24 10:12:52,552.56,Maynilad,bills,0
TXN_D4B2D692,USR_37D1E44A0C5C,2024-06-24 10:50:10,1068.64,LBC Remittance,remittance,0
TXN_21781023,USR_9A4DC785334E,2024-06-25 09:37:12,1257.51,H&M,retail,0
TXN_996226F8,USR_6C4D42EEF314,2024-06-29 10:52:35,703.26,PLDT,bills,0
TXN_75450003,USR_9B889C26758A,2024-06-02 13:37:36,169.29,Western Union,remittance,0
TXN_0A29B33E,USR_FB21ACCA6876,2024-06-30 02:08:51,471.44,Palawan Pawnshop,remittance,0
TXN_225B350F,USR_6E997C436882,2024-06-29 10:05:35,878.86,Spotify PH,entertainment,0
TXN_57E6150B,USR_B41C3CB50E8D,2024-06-09 19:46:14,589.42,Lazada,ecommerce,0
TXN_2431A426,USR_577136586871,2024-06-23 17:39:27,393.4,Petron,fuel,0
TXN_5BFE4D72,USR_7D74004F4974,2024-06-08 07:11:31,96.36,Palawan Pawnshop,remittance,0
TXN_7E103D4C,USR_5DC750157255,2024-06-29 11:39:05,166.86,Maynilad,bills,0
TXN_E1852226,USR_D2DE3FE2E7C3,2024-06-06 14:35:02,319.45,Netflix PH,entertainment,0
TXN_445F908F,USR_6BB51AEE8589,2024-06-03 19:33:45,591.33,Chowking,food,0
TXN_BB9C1FA6,USR_5AF6907A31B4,2024-06-27 12:12:07,654.32,Western Union,remittance,0
TXN_44582603,USR_CE14C5D1CC2C,2024-06-07 10:42:13,243.46,Mercury Drug,pharmacy,0
TXN_63D1A403,USR_9771AE469732,2024-06-14 08:14:48,208.88,McDonald's,food,0
TXN_C14A5C20,USR_1FFD66F56B0C,2024-06-03 11:58:30,989.28,YouTube Premium,entertainment,0
TXN_60100D19,USR_43DA485C834B,2024-06-04 19:05:39,477.94,Zalora PH,ecommerce,0
TXN_D1B01E2C,USR_C3094296DA18,2024-06-24 10:07:15,784.48,PLDT,bills,0
TXN_642BB92C,USR_38D80305C55A,2024-06-14 13:37:23,124.05,Lazada,ecommerce,0
TXN_F1C8C0F4,USR_A97C55383CF1,2024-06-13 15:30:49,296.68,Puregold,grocery,0
TXN_753470ED,USR_23352A042405,2024-06-23 18:09:22,532.09,Chowking,food,0
