transaction_id,user_id,timestamp,amount,merchant,category,is_fraud,hour,day_of_week,is_night,is_weekend,amount_log,cust_tx_count,cust_mean_amt,cust_std_amt,amt_vs_cust_mean,amt_zscore,merchant_tx_count
TXN_83A8368B,USR_E25F01020D62,2024-06-14 19:38:15,730.25,Watsons,pharmacy,0,19,4,0,0,6.5947553985460665,23,2163.1321739130435,2332.8795748270118,0.33758917222273166,-0.6142118047472214,4579
TXN_6991E5DD,USR_CAE3FA1C7FE1,2024-06-09 19:29:27,235.35,Robinsons Supermarket,grocery,0,19,6,0,1,5.465313757239246,15,206.208,113.0167292420526,1.1413233240168117,0.2578556307122241,3275
TXN_8F92E38B,USR_4E987AE39F9C,2024-06-24 09:45:36,103.25,Maynilad,bills,0,9,0,0,0,4.646791860678911,23,150.50478260869565,101.3729585993122,0.6860247110403025,-0.46614780964427843,2487
TXN_CA40F056,USR_FFA2B7528987,2024-06-29 18:09:56,302.61,Netflix PH,entertainment,0,18,5,0,1,5.715743983055445,19,274.4168421052632,59.076842431666115,1.1027384386371575,0.4772285845654409,3499
TXN_AEB30F9B,USR_918810900D49,2024-06-19 18:15:29,367.75,Mercury Drug,pharmacy,0,18,2,0,0,5.91011890765403,20,337.7425,53.485160349685586,1.088847272697132,0.5610434708104105,4580
TXN_170A19C3,USR_4CF0D9BDCAFA,2024-06-20 10:11:58,916.57,Grab,transport,0,10,3,0,0,6.821728871296394,22,873.5054545454545,47.253149325861045,1.0493008317571477,0.9113582071886471,3264
TXN_D0B717E7,USR_1A899A3ABCD5,2024-06-26 15:48:15,464.38,PLDT,bills,0,15,2,0,0,6.142854276158801,29,386.62275862068964,64.61548393029955,1.2011191520528046,1.203384028849546,2509
TXN_3A99C4FE,USR_2B4150A40C73,2024-06-26 11:04:19,546.42,Palawan Pawnshop,remittance,0,11,2,0,0,6.305216332292814,15,597.2086666666667,44.567187299733476,0.9149565813385467,-1.1395977566174753,3294
TXN_3ED37726,USR_3DF384DD00F5,2024-06-18 17:01:20,426.39,Caltex,fuel,0,17,1,0,0,6.057696945325412,20,538.0535,80.39682209450034,0.7924676635301277,-1.3889044005664697,2589
TXN_658DF22F,USR_58BD6A02EA08,2024-06-26 18:43:42,765.39,Caltex,fuel,0,18,2,0,0,6.641691178554823,13,710.5407692307692,112.07879746421997,1.0771936434098401,0.4893809713318118,2589
TXN_D4678655,USR_A7977CD5C8E6,2024-06-30 17:33:30,221.37,H&M,retail,0,17,6,0,1,5.4043426611913405,18,363.81166666666667,94.19947197616469,0.6084741647447394,-1.5121280796690302,3096
TXN_96B1993C,USR_3A6419E88BED,2024-06-24 11:01:45,1216.73,Palawan Pawnshop,remittance,0,11,0,0,0,7.104743748819488,28,1271.9167857142857,96.42945519926184,0.9566113236847879,-0.5723021622353393,3294
TXN_B9FA4486,USR_A28CAFC4379F,2024-06-29 10:26:11,62.32,Watsons,pharmacy,0,10,5,0,1,4.148201235012811,16,214.119375,206.13249585218244,0.29105259624314217,-0.7364165187623735,4579
TXN_F3B17E3B,USR_12083A81506D,2024-06-03 11:32:19,999.99,Grab,transport,0,11,0,0,0,6.90874478925533,25,1076.4588,50.92028503127874,0.9289626319177947,-1.5017355058308488,3264
TXN_2A416691,USR_DBA1F3C0F0E1,2024-06-08 21:29:49,395.84,YouTube Premium,entertainment,0,21,5,0,1,5.983533176781702,20,410.9415,126.11204559834874,0.963251460363669,-0.11974668976488341,3389
TXN_B4D2626B,USR_5714BA798A07,2024-06-19 11:31:54,314.61,Shopee,ecommerce,0,11,2,0,0,5.754507274147812,22,245.36818181818182,114.34558706942337,1.2821955873310595,0.6055486700957984,3611
TXN_39ACE795,USR_48B9F1935546,2024-06-15 04:16:46,660.88,YouTube Premium,entertainment,0,4,5,1,1,6.495084270623644,23,640.2991304347826,245.9546565179156,1.032142585529064,0.08367749509810406,3389
TXN_090BFC5E,USR_E53150687A20,2024-06-15 10:25:59,571.2,Jollibee,food,0,10,5,0,1,6.34948858061601,19,439.60789473684207,114.78441103888568,1.2993397225967296,1.1464283701157982,2541
TXN_3F98C461,USR_F7DF14E63256,2024-06-15 13:25:41,593.47,Spotify PH,entertainment,0,13,5,0,1,6.387670252283967,16,468.716875,139.09737369764872,1.2661588085531033,0.8968762075283665,3339
TXN_6931FD00,USR_2D47F856635D,2024-06-07 23:54:10,2009.07,Shopee,ecommerce,0,23,4,0,0,7.605924826317362,20,920.201,1086.4204815132948,2.183294736691024,1.0022537484586929,3611
TXN_1AB99368,USR_7C75D294065B,2024-06-24 14:15:02,691.18,Palawan Pawnshop,remittance,0,14,0,0,0,6.539846037400407,17,733.0064705882353,113.78972113844335,0.9429384701671014,-0.36757687925941207,3294
TXN_099F36DA,USR_E0A240B807E6,2024-06-17 16:35:08,368.1,Maynilad,bills,0,16,0,0,0,5.911067610035953,21,380.6738095238095,239.9493771085099,0.9669695965149134,-0.05240192608656343,2487
TXN_518FA57C,USR_663D6AD890FD,2024-06-17 15:43:45,117.94,Lazada,ecommerce,0,15,0,0,0,4.778619164278448,24,78.95416666666667,82.61989711489213,1.4937780357613326,0.47186978795976153,3486
TXN_FC8C6EDB,USR_5D90F01D8167,2024-06-30 15:22:48,317.36,Seaoil,fuel,0,15,6,0,1,5.763182817937649,26,245.10461538461539,131.91160586485995,1.2947940596741008,0.5477560836372553,2597
TXN_53288988,USR_40754C473DA6,2024-06-20 10:00:04,101.72,Maynilad,bills,0,10,3,0,0,4.632006839941651,19,167.15842105263158,116.941461864148,0.6085245323498472,-0.5595827177882592,2487
TXN_39F039EA,USR_32777950460A,2024-06-03 14:53:43,50.6,Mercury Drug,pharmacy,0,14,0,0,0,3.9435216724875173,12,202.41083333333333,221.21474796546508,0.24998661962139718,-0.6862600017804736,4580
TXN_16EDC3F4,USR_5921A19B1DE1,2024-06-07 16:48:56,958.58,SM Supermarket,grocery,0,16,4,0,0,6.866495688730835,14,1006.3071428571428,57.17623759093409,0.9525719923615102,-0.8347373815984649,3355
TXN_DA59F087,USR_D16A6634F73C,2024-06-03 13:22:21,734.71,YouTube Premium,entertainment,0,13,0,0,0,6.6008360193427835,25,707.5328,33.42671393262181,1.038411222771526,0.8130383397532914,3389
TXN_410E2097,USR_DCB19D5780E8,2024-06-23 09:39:19,561.6,Puregold,grocery,0,9,6,0,1,6.332568896055757,24,514.8279166666667,69.29423929749746,1.090849936101126,0.674977946317501,3321
TXN_8E7D2C26,USR_D8D95C1F274A,2024-06-02 11:13:44,550.25,Lazada,ecommerce,0,11,6,0,1,6.312188426761056,23,478.6895652173913,97.63594473526553,1.1494923641148536,0.7329312475636707,3486
TXN_0F50FBC0,USR_28A7DC28EDD8,2024-06-05 11:20:02,587.67,SM Supermarket,grocery,0,11,2,0,0,6.37786575499392,20,611.471,167.19226650145853,0.9610758318857949,-0.1423570629066749,3355
TXN_C9FC20B4,USR_4CD896D482CE,2024-06-21 12:56:52,141.96,Netflix PH,entertainment,0,12,4,0,0,4.962564870851173,10,163.219,59.96992662067289,0.8697516833158534,-0.35449434737705804,3499
TXN_5AE93DB7,USR_6A1C61C1B2D1,2024-06-25 16:07:27,17.69,Spotify PH,entertainment,0,16,1,0,0,2.9279886214674717,18,68.55222222222223,58.89148520852025,0.25805144496114485,-0.8636600357635398,3339
TXN_8C70CA3C,USR_E7E3EBE8E85E,2024-06-08 15:45:25,435.49,Palawan Pawnshop,remittance,0,15,5,0,1,6.078765465509784,22,356.03227272727275,171.3648077704632,1.22317563141915,0.46367587549652706,3294
TXN_A33835DA,USR_262C181138FC,2024-06-10 14:46:43,711.94,Watsons,pharmacy,0,14,0,0,0,6.569397265400712,21,791.5738095238095,49.15549933386809,0.8993981248917085,-1.6200386650801808,4579
TXN_C1D1E255,USR_CA4AD993EE3C,2024-06-13 14:04:01,690.83,PLDT,bills,0,14,3,0,0,6.53934026069726,17,481.5241176470588,106.80857509224293,1.4346737259480757,1.9596355645622934,2509
TXN_A8EABB39,USR_4B1A7073074F,2024-06-10 07:43:34,517.44,Robinsons Supermarket,grocery,0,7,0,0,0,6.250824302555174,20,592.2845,57.726630037845716,0.8736342078834183,-1.2965333321836934,3275
TXN_1D5FE772,USR_899A86539AFC,2024-06-14 18:06:31,354.14,Lazada,ecommerce,0,18,4,0,0,5.872512077930689,20,1012.348,1275.7519418865757,0.34982041748455095,-0.5159372903059268,3486
TXN_0FD4585B,USR_34895AB17B2E,2024-06-04 17:08:18,899.96,Maynilad,bills,0,17,1,0,0,6.803460861506308,16,702.204375,158.67143552926174,1.2816211804415465,1.2463215218235304,2487
TXN_A1DBA30A,USR_600DACF6B8AB,2024-06-23 15:39:36,1045.67,Puregold,grocery,0,15,6,0,1,6.953368974942494,23,1002.2808695652174,103.90229356612102,1.0432903906991273,0.417595501939072,3321
TXN_464978D0,USR_E0002E404F66,2024-06-06 00:21:53,3819.74,Shopee,ecommerce,1,0,3,1,0,8.248199400117338,18,1988.8844444444444,2312.991861495364,1.9205439565218423,0.7915529604894952,3611
TXN_ADFAC34C,USR_D99101C6068B,2024-06-30 16:50:35,268.14,H&M,retail,0,16,6,0,1,5.595231690313395,25,221.4316,39.25604005330475,1.2109382761935923,1.1898398293711243,3096
TXN_3362E9D1,USR_D7B6E7525F55,2024-06-10 20:28:40,686.45,Petron,fuel,0,20,0,0,0,6.532989099623243,20,776.6115,109.37119967653372,0.8839039854536228,-0.8243623574197686,2842
TXN_F9434B78,USR_9E76EDDDB319,2024-06-10 18:54:45,130.01,H&M,retail,0,18,0,0,0,4.87527365616558,19,242.6605263157895,139.58678306080114,0.5357690514124822,-0.8070286014537223,3096
TXN_923D6F12,USR_55A4D910E04F,2024-06-07 23:55:43,269.03,Lazada,ecommerce,0,23,4,0,0,5.598533063937103,21,246.28333333333333,62.907711000586666,1.0923597482529916,0.36158789287521403,3486
TXN_1E9D78AF,USR_9DA728024FCB,2024-06-27 13:49:10,95.19,LBC Remittance,remittance,0,13,3,0,0,4.566325402164524,13,117.12461538461538,51.09370519209201,0.812724120259444,-0.42930171733916445,3233
TXN_C3E55171,USR_6DFBFA1075F1,2024-06-18 18:34:35,78.99,Petron,fuel,0,18,1,0,0,4.3819016268607305,13,312.09846153846155,133.58077255891249,0.2530932052992916,-1.7450749615474022,2842
TXN_F0E8977B,USR_7A6A95A82B56,2024-06-01 08:34:37,123.81,Jollibee,food,0,8,5,0,1,4.826792580930363,20,271.804,96.96157119406148,0.45551206015932255,-1.5263160257817452,2541
TXN_087F84BD,USR_669D54323522,2024-06-25 17:00:45,534.87,Zalora PH,ecommerce,0,17,1,0,0,6.283891594340439,26,570.4696153846154,112.76009884638334,0.9375959482757878,-0.31571110480133724,3467
TXN_A9173D52,USR_2D76841B0D12,2024-06-05 14:52:57,584.62,Grab,transport,0,14,2,0,0,6.372671115069366,17,559.0964705882352,79.88743173531554,1.045651387110109,0.31949367825480124,3264
TXN_84340876,USR_F09C992A3332,2024-06-10 10:44:49,360.37,Shopee,ecommerce,0,10,0,0,0,5.8899023641979,26,349.6107692307692,108.93612263792308,1.0307748837138884,0.09876641933450356,3611
TXN_54B054C4,USR_A681F264A883,2024-06-14 21:22:36,1061.14,Grab,transport,0,21,4,0,0,6.968041019855499,20,898.9200000000001,83.42550607073292,1.180460997640301,1.9444892532089182,3264
TXN_106FD033,USR_41AB65AD5EB2,2024-06-19 09:50:28,351.63,Shell,fuel,0,9,2,0,0,5.8654193485906525,18,377.42,99.98230437550085,0.931667638172509,-0.2579456450901878,2723
TXN_2999AB7E,USR_48216649181B,2024-06-09 10:28:55,410.64,Shopee,ecommerce,0,10,6,0,1,6.020149180967891,13,369.31615384615384,119.93448117885458,1.1118928747696981,0.34455350744275637,3611
TXN_5111F61E,USR_9AF0CFB9080D,2024-06-29 00:35:36,103.41,Meralco,bills,0,0,5,1,1,4.648325456302019,21,284.80047619047616,106.93152516803407,0.3630963030078493,-1.6963236604335312,2504
TXN_B4CDA0B4,USR_97C267206943,2024-06-04 01:51:48,121.17,Maynilad,bills,0,1,1,1,0,4.8054135174159684,19,112.50736842105262,27.93904413423091,1.0769961265599153,0.3100546868038293,2487
TXN_B978EFB9,USR_22DE6CADD59A,2024-06-23 12:12:24,450.43,Lazada,ecommerce,0,12,6,0,1,6.112420322077599,24,426.9508333333333,51.78689240881633,1.0549926708944513,0.45338049019941107,3486
TXN_54522C4D,USR_5963FDA63BBF,2024-06-15 15:12:17,207.33,Bench,retail,0,15,5,0,1,5.339123360940291,16,426.924375,158.21670358377673,0.48563636123965603,-1.3879342068477332,3159
TXN_5B0A0F3D,USR_4EA60C784ED3,2024-06-17 17:36:56,291.33,Petron,fuel,0,17,0,0,0,5.677883301130512,29,433.23793103448276,143.83872293994781,0.672448045589387,-0.9865766890376404,2842
TXN_4C5F295D,USR_A4581DB0035F,2024-06-29 16:17:24,287.85,Mercury Drug,pharmacy,0,16,5,0,1,5.665907522227275,19,268.00842105263155,25.022821197893624,1.0740334160709002,0.7929393248530171,4580
TXN_012C7E19,USR_6596FE2D5A00,2024-06-16 15:48:40,354.95,H&M,retail,0,15,6,0,1,5.874790271549882,26,411.4380769230769,73.02758908901379,0.8627057628054666,-0.7735169355440409,3096
TXN_3B75690C,USR_676165EA63CE,2024-06-30 13:44:25,922.76,Petron,fuel,0,13,6,0,1,6.8284522976436,23,922.1847826086956,82.2083076906445,1.0006237550230188,0.006997071311356375,2842
TXN_337A7D9F,USR_E108E9E25E8F,2024-06-18 19:31:47,459.31,Mercury Drug,pharmacy,0,19,1,0,0,6.131900175549194,27,397.9048148148148,115.35184155011505,1.1543212921728754,0.5323294744104725,4580
TXN_2B28DD0C,USR_EBC1B9021174,2024-06-17 15:55:39,291.94,Caltex,fuel,0,15,0,0,0,5.679967809890161,14,135.85928571428573,91.89476192189258,2.148840975152819,1.6984723723064767,2589
TXN_A76FE242,USR_16D7EB745E32,2024-06-19 10:49:15,859.84,Zalora PH,ecommerce,0,10,2,0,0,6.757908656729384,18,879.625,152.88993954706726,0.9775074605644707,-0.12940681419904504,3467
TXN_292CACB5,USR_2B42A71D4EA3,2024-06-01 18:00:41,845.54,Mercury Drug,pharmacy,0,18,5,0,1,6.741157453853122,23,754.7169565217392,55.9606027352996,1.120340536531359,1.6229818664792033,4580
TXN_594D9459,USR_BAED38196CF1,2024-06-24 16:54:50,67.55,Shopee,ecommerce,0,16,0,0,0,4.227563406008323,21,188.34047619047618,88.704618057697,0.3586589636277937,-1.3617157576908514,3611
TXN_8910FC31,USR_DBDFC5D68417,2024-06-28 17:42:16,464.04,Chowking,food,0,17,4,0,0,6.1421234233930955,26,433.2684615384615,56.824474423776785,1.0710218748699203,0.5415191037494473,2601
TXN_F7285C43,USR_55E50E21FA24,2024-06-29 03:25:37,1654.73,KFC,food,0,3,5,1,1,7.411997278173911,29,1345.5793103448275,1989.401826689425,1.2297528560949096,0.15539881662292257,2506
TXN_DED3B16E,USR_17D6962739E4,2024-06-08 11:18:41,679.67,Watsons,pharmacy,0,11,5,0,1,6.523077607204158,16,636.8043749999999,54.91562206012054,1.067313647144671,0.7805725109021074,4579
TXN_53A51FE8,USR_0441CF7777B8,2024-06-24 06:59:51,186.57,Mercury Drug,pharmacy,0,6,0,0,0,5.23415210907225,27,134.85333333333332,104.46291568708081,1.3835030650480757,0.49507201982652993,4580
TXN_6B9249AD,USR_F54A355EFE32,2024-06-28 19:40:45,380.31,H&M,retail,0,19,4,0,0,5.943612692588333,25,408.17040000000003,37.903953122772485,0.9317432131263518,-0.7350262361560022,3096
TXN_F786A9ED,USR_0ACC09D8FD93,2024-06-17 16:27:23,410.73,YouTube Premium,entertainment,0,16,0,0,0,6.0203677947147085,21,570.327619047619,183.9287621581998,0.7201650179332912,-0.867714310551816,3389
TXN_1F323E4A,USR_A82AA972C63B,2024-06-18 12:42:51,998.27,Palawan Pawnshop,remittance,0,12,1,0,0,6.907025012402394,31,720.1793548387097,142.99284352571598,1.386140817966359,1.9447871536964951,3294
TXN_54A80D7B,USR_FC4DC9B8C422,2024-06-27 21:02:31,378.49,McDonald's,food,0,21,3,0,0,5.938828246027372,18,470.6138888888888,144.6754031348184,0.804247407344488,-0.6367626209577916,2531
TXN_71C35936,USR_B7380BAED496,2024-06-15 18:53:29,347.03,JoyRide,transport,0,18,5,0,1,5.852288682955425,16,322.489375,78.5281404736544,1.076097468324108,0.31250739991634796,3308
TXN_AE2B523B,USR_77D97A130D78,2024-06-18 07:31:32,10.0,Uniqlo,retail,0,7,1,0,0,2.3978952727983707,17,97.75176470588235,73.65466034434736,0.10229994343310239,-1.1913946014337364,3108
TXN_C431577B,USR_384B5D9D5024,2024-06-11 17:45:32,269.48,Bench,retail,0,17,1,0,0,5.600198158399631,20,248.081,145.69419906452222,1.0862581173040813,0.1468761291613016,3159
TXN_15C20003,USR_61DE9EC7AF2F,2024-06-18 19:21:08,955.41,Shopee,ecommerce,0,19,1,0,0,6.863186691405709,16,965.25875,102.7071154870327,0.9897967772879658,-0.09589160354861255,3611
TXN_7C7B1153,USR_E8C4FFE84251,2024-06-30 08:48:08,281.02,H&M,retail,0,8,6,0,1,5.641977990409084,21,260.312380952381,82.80998441641938,1.07954911314928,0.2500618638356256,3096
TXN_23119777,USR_BD2431B4DA9C,2024-06-11 18:42:45,10.0,Spotify PH,entertainment,0,18,1,0,0,2.3978952727983707,17,130.07529411764705,55.00311117537433,0.076878549979511,-2.183063676754769,3339
TXN_E1B4D48F,USR_9AEF632C81B4,2024-06-05 08:12:08,560.23,McDonald's,food,0,8,2,0,0,6.3301308036776565,18,514.1188888888888,83.92573263721212,1.0896895875770614,0.54942756722646,2531
TXN_710229B0,USR_24CDE73B93BC,2024-06-02 18:21:56,146.14,Meralco,bills,0,18,6,0,1,4.9913845145041185,16,243.6175,74.09136787327746,0.5998748037370062,-1.3156390926053019,2504
TXN_6DDC6FA5,USR_084C7ED732B5,2024-06-05 20:02:58,598.04,Western Union,remittance,0,20,2,0,0,6.395328373849172,18,551.7099999999999,107.78803480469813,1.083975276864505,0.42982507365976064,3397
TXN_737C9697,USR_206B9EB01C90,2024-06-09 12:26:19,625.17,Angkas,transport,0,12,6,0,1,6.439621899728071,20,790.5654999999999,212.5134251975873,0.7907883660483657,-0.7782825948310933,3305
TXN_7AE8F149,USR_81D3F37BEF33,2024-06-19 11:06:35,133.93,Seaoil,fuel,0,11,2,0,0,4.904756125442696,20,171.63299999999998,88.12305344472043,0.7803277924363013,-0.4278449114705633,2597
TXN_20DA9E89,USR_C32BDC44695B,2024-06-24 04:30:43,1129.61,SM Supermarket,grocery,0,4,0,1,0,7.0305125890632105,20,1152.263,71.55663653800102,0.9803404257526447,-0.31657441008498627,3355
TXN_65B6BF20,USR_9AFA4ED4B7AF,2024-06-05 16:06:57,350.02,Bench,retail,0,16,2,0,0,5.860843201899544,14,403.5071428571428,47.50309421963543,0.8674443716676739,-1.125971765306773,3159
